date,LGA_code_2011,Median total family income ($/weekly),Total selected
2011,37010,1626,1626
2011,37300,2647,2647
2011,37310,1294,1294
2011,37340,1405,1405
2011,37400,1081,1081
2011,37550,706,706
2011,37570,614,614
2011,37600,728,728
2011,39399,0,0
2011,40070,1870,1870
2011,40120,1798,1798
2011,40220,1019,1019
2011,40250,691,691
2011,40310,1394,1394
2011,40430,918,918
2011,40520,997,997
2011,40700,2123,2123
2011,40910,1366,1366
2011,41010,1327,1327
2011,41060,1345,1345
2011,41140,1193,1193
2011,41190,1136,1136
2011,41330,1057,1057
2011,41560,926,926
2011,41750,988,988
2011,41830,1166,1166
2011,41960,992,992
2011,42030,1253,1253
2011,42110,940,940
2011,42250,1372,1372
2011,42600,1727,1727
2011,42750,1053,1053
2011,43080,887,887
2011,43220,1365,1365
2011,43360,988,988
2011,43650,1457,1457
2011,43710,1238,1238
2011,43790,1070,1070
2011,43920,1317,1317
2011,44000,724,724
2011,44060,1422,1422
2011,44210,931,931
2011,44340,1815,1815
2011,44550,1502,1502
2011,44620,1174,1174
2011,44830,994,994
2011,45040,1026,1026
2011,45090,1243,1243
2011,45120,1069,1069
2011,45290,1677,1677
2011,45340,1311,1311
2011,45400,1090,1090
2011,45540,727,727
2011,45680,1063,1063
2011,45890,1221,1221
2011,46090,1245,1245
2011,46300,1203,1203
2011,46450,1006,1006
2011,46510,1821,1821
2011,46670,1052,1052
2011,46860,1206,1206
2011,46970,2840,2840
2011,47140,1193,1193
2011,47290,1060,1060
2011,47490,1044,1044
2011,47630,1152,1152
2011,47700,1493,1493
2011,47800,964,964
2011,47910,1012,1012
2011,47980,2065,2065
2011,48050,905,905
2011,48130,1041,1041
2011,48260,2118,2118
2011,48340,1131,1131
2011,48410,1359,1359
2011,48540,1276,1276
2011,48640,1262,1262
2011,48750,946,946
2011,48830,889,889
2011,49399,1340,1340
2011,50080,1269,1269
2011,50210,1534,1534
2011,50250,2831,2831
2011,50280,1327,1327
2011,50350,1620,1620
2011,50420,1622,1622
2011,50490,1556,1556
2011,50560,909,909
2011,50630,2225,2225
2011,50770,1178,1178
2011,50840,1117,1117
2011,50910,1055,1055
2011,50980,1809,1809
2011,51080,1023,1023
2011,51120,1088,1088
2011,51190,1445,1445
2011,51260,1334,1334
2011,51310,2750,2750
2011,51330,1719,1719
2011,51400,1783,1783
2011,51470,1231,1231
2011,51540,1372,1372
2011,51610,1413,1413
2011,51680,1577,1577
2011,51750,2612,2612
2011,51820,1820,1820
2011,51890,1695,1695
2011,51960,2177,2177
2011,52030,1125,1125
2011,52100,1113,1113
2011,52170,2799,2799
2011,52240,1031,1031
2011,52310,991,991
2011,52380,840,840
2011,52450,1239,1239
2011,52520,1488,1488
2011,52590,1283,1283
2011,52660,1697,1697
2011,52730,1042,1042
2011,52800,1048,1048
2011,52870,1278,1278
2011,52940,1023,1023
2011,53010,958,958
2011,53080,1555,1555
2011,53150,2530,2530
2011,53220,2756,2756
2011,53290,1401,1401
2011,53360,1719,1719
2011,53430,1863,1863
2011,53520,1492,1492
2011,53570,1123,1123
2011,53640,1307,1307
2011,53710,1042,1042
2011,53780,1561,1561
2011,53920,755,755
2011,53990,1683,1683
2011,54060,1283,1283
2011,54130,1191,1191
2011,54170,2036,2036
2011,54200,1779,1779
2011,54280,2280,2280
2011,54340,1149,1149
2011,54410,1027,1027
2011,54480,1083,1083
2011,54550,1158,1158
2011,54620,992,992
2011,54690,859,859
2011,54760,1130,1130
2011,54830,1451,1451
2011,54900,1302,1302
2011,54970,793,793
2011,55040,2200,2200
2011,55110,1254,1254
2011,55180,1122,1122
2011,55250,1097,1097
2011,55320,2130,2130
2011,55390,700,700
2011,55460,1458,1458
2011,55530,1399,1399
2011,55600,1361,1361
2011,55670,1256,1256
2011,55740,2555,2555
2011,55810,885,885
2011,55880,1275,1275
2011,55950,1312,1312
2011,56020,1220,1220
2011,56090,1779,1779
2011,56160,1187,1187
2011,56230,1325,1325
2011,56300,984,984
2011,56370,1181,1181
2011,56450,1423,1423
2011,56520,1181,1181
2011,56580,2779,2779
2011,56620,595,595
2011,56730,1242,1242
2011,56790,936,936
2011,56860,866,866
2011,56930,2912,2912
2011,57000,1471,1471
2011,57080,2448,2448
2011,57140,910,910
2011,57210,1093,1093
2011,57280,2944,2944
2011,57350,1010,1010
2011,57420,1593,1593
2011,57490,1656,1656
2011,57560,2952,2952
2011,57630,2449,2449
2011,57700,1763,1763
2011,57770,1312,1312
2011,57840,2259,2259
2011,57910,1783,1783
2011,57980,2565,2565
2011,58050,1648,1648
2011,58190,972,972
2011,58260,1125,1125
2011,58330,1275,1275
2011,58400,1166,1166
2011,58470,650,650
2011,58510,1844,1844
2011,58540,1238,1238
2011,58570,2309,2309
2011,58610,1127,1127
2011,58680,1559,1559
2011,58760,1691,1691
2011,58820,1422,1422
2011,58890,962,962
2011,59030,1292,1292
2011,59100,911,911
2011,59170,1289,1289
2011,59250,885,885
2011,59310,1423,1423
2011,59320,963,963
2011,59330,893,893
2011,59340,1718,1718
2011,59350,1375,1375
2011,59360,1434,1434
2011,59370,1156,1156
2011,59399,0,0
2011,60210,831,831
2011,60410,1083,1083
2011,60610,1080,1080
2011,60810,1108,1108
2011,61010,866,866
2011,61210,1156,1156
2011,61410,1400,1400
2011,61510,1080,1080
2011,61610,1048,1048
2011,61810,922,922
2011,62010,963,963
2011,62210,972,972
2011,62410,908,908
2011,62610,1126,1126
2011,62810,1782,1782
2011,63010,1058,1058
2011,63210,962,962
2011,63410,1357,1357
2011,63610,1473,1473
2011,63810,1136,1136
2011,64010,1175,1175
2011,64210,1175,1175
2011,64610,1137,1137
2011,64810,1184,1184
2011,65010,1036,1036
2011,65210,784,784
2011,65410,1070,1070
2011,65610,1284,1284
2011,65810,1286,1286
2011,69399,0,0
2011,70200,1974,1974
2011,70420,763,763
2011,70540,766,766
2011,70620,625,625
2011,70700,1066,1066
2011,71000,2063,2063
2011,71300,728,728
2011,72200,1759,1759
2011,72300,2010,2010
2011,72330,571,571
2011,72800,2009,2009
2011,73600,727,727
2011,74050,589,589
2011,74500,650,650
2011,74560,1922,1922
2011,74660,997,997
2011,79399,2513,2513
2011,89399,2277,2277
2011,99399,1753,1753
