"MB_CODE_2011","LGA_CODE_2011","LGA_NAME_2011","STATE_CODE_2011","STATE_NAME_2011","AREA_ALBERS_SQKM"
"40001160000","40070","Adelaide (C)","4","South Australia",0.00352173
"40001171000","40070","Adelaide (C)","4","South Australia",0.00918957
"40001172000","40070","Adelaide (C)","4","South Australia",0.00164612
"40001173000","40070","Adelaide (C)","4","South Australia",0.00541055
"40001174000","40070","Adelaide (C)","4","South Australia",0.00339903
"40001181000","40070","Adelaide (C)","4","South Australia",0.00679334
"40001182000","40070","Adelaide (C)","4","South Australia",0.00213248
"40001183000","40070","Adelaide (C)","4","South Australia",0.0144382
"40001190000","40070","Adelaide (C)","4","South Australia",0.0204775
"40001211000","40070","Adelaide (C)","4","South Australia",0.0086851
"40001212000","40070","Adelaide (C)","4","South Australia",0.0288336
"40001221000","40070","Adelaide (C)","4","South Australia",0.00947774
"40001222000","40070","Adelaide (C)","4","South Australia",0.00644717
"40001223000","40070","Adelaide (C)","4","South Australia",0.00498724
"40001230000","40070","Adelaide (C)","4","South Australia",0.0328779
"40001240000","40070","Adelaide (C)","4","South Australia",0.0163545
"40001250000","40070","Adelaide (C)","4","South Australia",0.0070347
"40001260000","40070","Adelaide (C)","4","South Australia",0.02217
"40001270000","40070","Adelaide (C)","4","South Australia",0.0284697
"40001280000","40070","Adelaide (C)","4","South Australia",0.0033093
"40001291000","40070","Adelaide (C)","4","South Australia",0.0050903
"40001292000","40070","Adelaide (C)","4","South Australia",0.0123204
"40001300000","40070","Adelaide (C)","4","South Australia",0.00876147
"40001310000","40070","Adelaide (C)","4","South Australia",0.0126604
"40001320000","40070","Adelaide (C)","4","South Australia",0.0148268
"40001330000","40070","Adelaide (C)","4","South Australia",0.0148409
"40001340000","40070","Adelaide (C)","4","South Australia",0.00231383
"40001370000","40070","Adelaide (C)","4","South Australia",0.0101454
"40001380000","40070","Adelaide (C)","4","South Australia",0.0022962
"40001390000","40070","Adelaide (C)","4","South Australia",0.010378
"40001401000","40070","Adelaide (C)","4","South Australia",0.0108827
"40001402000","40070","Adelaide (C)","4","South Australia",0.00184066
"40001410000","40070","Adelaide (C)","4","South Australia",0.00753792
"40001420000","40070","Adelaide (C)","4","South Australia",0.00472763
"40001430000","40070","Adelaide (C)","4","South Australia",0.0114658
"40001450000","40070","Adelaide (C)","4","South Australia",0.0276518
"40001470000","40070","Adelaide (C)","4","South Australia",0.0653834
"40001480000","40070","Adelaide (C)","4","South Australia",0.00975863
"40001490000","40070","Adelaide (C)","4","South Australia",0.00848878
"40001500000","40070","Adelaide (C)","4","South Australia",0.00773637
"40001530000","40070","Adelaide (C)","4","South Australia",0.0332714
"40001540000","40070","Adelaide (C)","4","South Australia",0.0067334
"40001550000","40070","Adelaide (C)","4","South Australia",0.0307986
"40001571000","40070","Adelaide (C)","4","South Australia",0.00993983
"40001572000","40070","Adelaide (C)","4","South Australia",0.00516067
"40001580000","40070","Adelaide (C)","4","South Australia",0.0145972
"40001590000","40070","Adelaide (C)","4","South Australia",0.00542575
"40001600000","40070","Adelaide (C)","4","South Australia",0.0140896
"40001620000","40070","Adelaide (C)","4","South Australia",0.011425
"40001630000","40070","Adelaide (C)","4","South Australia",0.0053429
"40001640000","40070","Adelaide (C)","4","South Australia",0.0050591
"40001650000","40070","Adelaide (C)","4","South Australia",0.00607323
"40001660000","40070","Adelaide (C)","4","South Australia",0.00809422
"40001670000","40070","Adelaide (C)","4","South Australia",0.00724558
"40001680000","40070","Adelaide (C)","4","South Australia",0.00676646
"40001700000","40070","Adelaide (C)","4","South Australia",0.0023553
"40001710000","40070","Adelaide (C)","4","South Australia",0.00479486
"40001720000","40070","Adelaide (C)","4","South Australia",0.0273073
"40001731000","40070","Adelaide (C)","4","South Australia",0.0182556
"40001732000","40070","Adelaide (C)","4","South Australia",0.0055708
"40001733000","40070","Adelaide (C)","4","South Australia",0.00514459
"40001740000","40070","Adelaide (C)","4","South Australia",0.0343553
"40001751000","40070","Adelaide (C)","4","South Australia",0.0118629
"40001752000","40070","Adelaide (C)","4","South Australia",0.00555259
"40001760000","40070","Adelaide (C)","4","South Australia",0.0119009
"40001770000","40070","Adelaide (C)","4","South Australia",0.00595829
"40001780000","40070","Adelaide (C)","4","South Australia",0.0155677
"40001790000","40070","Adelaide (C)","4","South Australia",0.00855373
"40001800000","40070","Adelaide (C)","4","South Australia",0.0123667
"40001810000","40070","Adelaide (C)","4","South Australia",0.00418214
"40001820000","40070","Adelaide (C)","4","South Australia",0.00336478
"40001831000","40070","Adelaide (C)","4","South Australia",0.00643055
"40001832000","40070","Adelaide (C)","4","South Australia",0.00266399
"40001833000","40070","Adelaide (C)","4","South Australia",0.00157288
"40001834000","40070","Adelaide (C)","4","South Australia",0.00111114
"40001840000","40070","Adelaide (C)","4","South Australia",0.00989206
"40001850000","40070","Adelaide (C)","4","South Australia",0.0107343
"40001860000","40070","Adelaide (C)","4","South Australia",0.00598334
"40001870000","40070","Adelaide (C)","4","South Australia",0.022683
"40001880000","40070","Adelaide (C)","4","South Australia",0.00982729
"40001890000","40070","Adelaide (C)","4","South Australia",0.0241827
"40001900000","40070","Adelaide (C)","4","South Australia",0.0234781
"40001910000","40070","Adelaide (C)","4","South Australia",0.0100541
"40001920000","40070","Adelaide (C)","4","South Australia",0.00997523
"40001930000","40070","Adelaide (C)","4","South Australia",0.00721633
"40001940000","40070","Adelaide (C)","4","South Australia",0.0347226
"40001950000","40070","Adelaide (C)","4","South Australia",0.00990551
"40001960000","40070","Adelaide (C)","4","South Australia",0.00816998
"40001970000","40070","Adelaide (C)","4","South Australia",0.00416845
"40001981000","40070","Adelaide (C)","4","South Australia",0.00809293
"40001982000","40070","Adelaide (C)","4","South Australia",0.00514061
"40001990000","40070","Adelaide (C)","4","South Australia",0.00786621
"40002000000","40070","Adelaide (C)","4","South Australia",0.0211247
"40002010000","40070","Adelaide (C)","4","South Australia",0.00994701
"40002020000","40070","Adelaide (C)","4","South Australia",0.0217338
"40002031000","40070","Adelaide (C)","4","South Australia",0.0368907
"40002032000","40070","Adelaide (C)","4","South Australia",0.00817368
"40002040000","40070","Adelaide (C)","4","South Australia",0.0278703
"40002050000","40070","Adelaide (C)","4","South Australia",0.00412978
"40002070000","40070","Adelaide (C)","4","South Australia",0.0060325
"40002090000","40070","Adelaide (C)","4","South Australia",0.00977536
"40002100000","40070","Adelaide (C)","4","South Australia",0.0134058
"40002110000","40070","Adelaide (C)","4","South Australia",0.00503494
"40002120000","40070","Adelaide (C)","4","South Australia",0.0100974
"40002130000","40070","Adelaide (C)","4","South Australia",0.00217169
"40002140000","40070","Adelaide (C)","4","South Australia",0.0117692
"40002150000","40070","Adelaide (C)","4","South Australia",0.0151223
"40002170000","40070","Adelaide (C)","4","South Australia",0.0133462
"40002181000","40070","Adelaide (C)","4","South Australia",0.0238618
"40002182000","40070","Adelaide (C)","4","South Australia",0.00640951
"40002183000","40070","Adelaide (C)","4","South Australia",0.00844422
"40002191000","40070","Adelaide (C)","4","South Australia",0.00762318
"40002192000","40070","Adelaide (C)","4","South Australia",0.00173548
"40002193000","40070","Adelaide (C)","4","South Australia",0.0111815
"40002210000","40070","Adelaide (C)","4","South Australia",0.0128732
"40002230000","40070","Adelaide (C)","4","South Australia",0.0285575
"40002241000","40070","Adelaide (C)","4","South Australia",0.01733
"40002242000","40070","Adelaide (C)","4","South Australia",0.00297094
"40002243000","40070","Adelaide (C)","4","South Australia",0.00706286
"40002260000","40070","Adelaide (C)","4","South Australia",0.016065
"40002281000","40070","Adelaide (C)","4","South Australia",0.0183348
"40002282000","40070","Adelaide (C)","4","South Australia",0.00922311
"40002283000","40070","Adelaide (C)","4","South Australia",0.0102788
"40002291000","40070","Adelaide (C)","4","South Australia",0.00975181
"40002292000","40070","Adelaide (C)","4","South Australia",0.00680711
"40002301000","40070","Adelaide (C)","4","South Australia",0.00488404
"40002302000","40070","Adelaide (C)","4","South Australia",0.00340929
"40002310000","40070","Adelaide (C)","4","South Australia",0.0118249
"40002320000","40070","Adelaide (C)","4","South Australia",0.00498407
"40002330000","40070","Adelaide (C)","4","South Australia",0.00626557
"40002340000","40070","Adelaide (C)","4","South Australia",0.0103686
"40002350000","40070","Adelaide (C)","4","South Australia",0.00748148
"40002360000","40070","Adelaide (C)","4","South Australia",0.00850634
"40002370000","40070","Adelaide (C)","4","South Australia",0.00713251
"40002380000","40070","Adelaide (C)","4","South Australia",0.00262237
"40002390000","40070","Adelaide (C)","4","South Australia",0.0134587
"40002400000","40070","Adelaide (C)","4","South Australia",0.00632754
"40002411000","40070","Adelaide (C)","4","South Australia",0.00716428
"40002412000","40070","Adelaide (C)","4","South Australia",0.011495
"40002430000","40070","Adelaide (C)","4","South Australia",0.00305225
"40002440000","40070","Adelaide (C)","4","South Australia",0.00564608
"40002450000","40070","Adelaide (C)","4","South Australia",0.00913599
"40002460000","40070","Adelaide (C)","4","South Australia",0.0209836
"40002470000","40070","Adelaide (C)","4","South Australia",0.00946005
"40002481000","40070","Adelaide (C)","4","South Australia",0.0152074
"40002482000","40070","Adelaide (C)","4","South Australia",0.00559591
"40002491000","40070","Adelaide (C)","4","South Australia",0.00334819
"40002492000","40070","Adelaide (C)","4","South Australia",0.00148811
"40002500000","40070","Adelaide (C)","4","South Australia",0.0101637
"40002510000","40070","Adelaide (C)","4","South Australia",0.0100916
"40002520000","40070","Adelaide (C)","4","South Australia",0.0204767
"40002530000","40070","Adelaide (C)","4","South Australia",0.00685799
"40002540000","40070","Adelaide (C)","4","South Australia",0.0222646
"40002560000","40070","Adelaide (C)","4","South Australia",0.00141482
"40002570000","40070","Adelaide (C)","4","South Australia",0.0049165
"40002580000","40070","Adelaide (C)","4","South Australia",0.0293075
"40002590000","40070","Adelaide (C)","4","South Australia",0.00375759
"40002600000","40070","Adelaide (C)","4","South Australia",0.00253123
"40002610000","40070","Adelaide (C)","4","South Australia",0.231046
"40002620000","40070","Adelaide (C)","4","South Australia",0.00122369
"40002630000","40070","Adelaide (C)","4","South Australia",0.00298137
"40002640000","40070","Adelaide (C)","4","South Australia",0.0140075
"40002650000","40070","Adelaide (C)","4","South Australia",0.0156537
"40002660000","40070","Adelaide (C)","4","South Australia",0.0485321
"40002671000","40070","Adelaide (C)","4","South Australia",0.00959481
"40002672000","40070","Adelaide (C)","4","South Australia",0.00729121
"40002680000","40070","Adelaide (C)","4","South Australia",0.0128615
"40002690000","40070","Adelaide (C)","4","South Australia",0.0394647
"40002700000","40070","Adelaide (C)","4","South Australia",0.0168257
"40002710000","40070","Adelaide (C)","4","South Australia",0.00775909
"40002720000","40070","Adelaide (C)","4","South Australia",0.0100833
"40002730000","40070","Adelaide (C)","4","South Australia",0.0105765
"40002751000","40070","Adelaide (C)","4","South Australia",0.0138995
"40002752000","40070","Adelaide (C)","4","South Australia",0.00722267
"40002753000","40070","Adelaide (C)","4","South Australia",0.0097087
"40002770000","40070","Adelaide (C)","4","South Australia",0.00636372
"40002780000","40070","Adelaide (C)","4","South Australia",0.00290123
"40002790000","40070","Adelaide (C)","4","South Australia",0.0044946
"40002800000","40070","Adelaide (C)","4","South Australia",0.0128757
"40002810000","40070","Adelaide (C)","4","South Australia",0.013456
"40002820000","40070","Adelaide (C)","4","South Australia",0.00369678
"40002830000","40070","Adelaide (C)","4","South Australia",0.0231219
"40002840000","40070","Adelaide (C)","4","South Australia",0.0149877
"40002850000","40070","Adelaide (C)","4","South Australia",0.00256135
"40002860000","40070","Adelaide (C)","4","South Australia",0.0161806
"40002870000","40070","Adelaide (C)","4","South Australia",0.0159483
"40002880000","40070","Adelaide (C)","4","South Australia",0.0150142
"40002891000","40070","Adelaide (C)","4","South Australia",0.00774875
"40002892000","40070","Adelaide (C)","4","South Australia",0.00708672
"40002900000","40070","Adelaide (C)","4","South Australia",0.00242533
"40002911000","40070","Adelaide (C)","4","South Australia",0.0101029
"40002912000","40070","Adelaide (C)","4","South Australia",0.00648891
"40002913000","40070","Adelaide (C)","4","South Australia",0.00711075
"40002921000","40070","Adelaide (C)","4","South Australia",0.0126701
"40002922000","40070","Adelaide (C)","4","South Australia",0.0104717
"40002923000","40070","Adelaide (C)","4","South Australia",0.00577711
"40002930000","40070","Adelaide (C)","4","South Australia",0.0249419
"40002941000","40070","Adelaide (C)","4","South Australia",0.0181317
"40002942000","40070","Adelaide (C)","4","South Australia",0.0173424
"40002950000","40070","Adelaide (C)","4","South Australia",0.0288348
"40002960000","40070","Adelaide (C)","4","South Australia",0.0152953
"40002971000","40070","Adelaide (C)","4","South Australia",0.00482005
"40002972000","40070","Adelaide (C)","4","South Australia",0.00392074
"40002973000","40070","Adelaide (C)","4","South Australia",0.00485673
"40002974000","40070","Adelaide (C)","4","South Australia",0.00512308
"40002980000","40070","Adelaide (C)","4","South Australia",0.00678907
"40002990000","40070","Adelaide (C)","4","South Australia",0.00599852
"40003000000","40070","Adelaide (C)","4","South Australia",0.00453917
"40003010000","40070","Adelaide (C)","4","South Australia",0.00868505
"40003020000","40070","Adelaide (C)","4","South Australia",0.00240776
"40003030000","40070","Adelaide (C)","4","South Australia",0.0020385
"40003050000","40070","Adelaide (C)","4","South Australia",0.00460326
"40003060000","40070","Adelaide (C)","4","South Australia",0.00159923
"40003070000","40070","Adelaide (C)","4","South Australia",0.00352551
"40003080000","40070","Adelaide (C)","4","South Australia",0.00637411
"40003090000","40070","Adelaide (C)","4","South Australia",0.0187691
"40003100000","40070","Adelaide (C)","4","South Australia",0.010209
"40003120000","40070","Adelaide (C)","4","South Australia",0.00149684
"40003140000","40070","Adelaide (C)","4","South Australia",0.00534007
"40003150000","40070","Adelaide (C)","4","South Australia",0.00334068
"40003160000","40070","Adelaide (C)","4","South Australia",0.00127364
"40003170000","40070","Adelaide (C)","4","South Australia",0.00343745
"40003180000","40070","Adelaide (C)","4","South Australia",0.00246484
"40003190000","40070","Adelaide (C)","4","South Australia",0.0012358
"40003200000","40070","Adelaide (C)","4","South Australia",0.00521053
"40003210000","40070","Adelaide (C)","4","South Australia",0.00603953
"40003220000","40070","Adelaide (C)","4","South Australia",0.00967741
"40003230000","40070","Adelaide (C)","4","South Australia",0.0051251
"40003240000","40070","Adelaide (C)","4","South Australia",0.0233943
"40003250000","40070","Adelaide (C)","4","South Australia",0.00565873
"40003260000","40070","Adelaide (C)","4","South Australia",0.0162027
"40003270000","40070","Adelaide (C)","4","South Australia",0.00690281
"40003280000","40070","Adelaide (C)","4","South Australia",0.00447473
"40003300000","40070","Adelaide (C)","4","South Australia",0.0130982
"40003310000","40070","Adelaide (C)","4","South Australia",0.00915262
"40003320000","40070","Adelaide (C)","4","South Australia",0.00343007
"40003330000","40070","Adelaide (C)","4","South Australia",0.00504107
"40003340000","40070","Adelaide (C)","4","South Australia",0.00479967
"40003351000","40070","Adelaide (C)","4","South Australia",0.00790909
"40003352000","40070","Adelaide (C)","4","South Australia",0.00339118
"40003353000","40070","Adelaide (C)","4","South Australia",0.00273623
"40003360000","40070","Adelaide (C)","4","South Australia",0.0164366
"40003370000","40070","Adelaide (C)","4","South Australia",0.0100469
"40003380000","40070","Adelaide (C)","4","South Australia",0.0149069
"40003390000","40070","Adelaide (C)","4","South Australia",0.00779133
"40003400000","40070","Adelaide (C)","4","South Australia",0.00687302
"40003410000","40070","Adelaide (C)","4","South Australia",0.0103297
"40003420000","40070","Adelaide (C)","4","South Australia",0.00924226
"40003430000","40070","Adelaide (C)","4","South Australia",0.00938614
"40003440000","40070","Adelaide (C)","4","South Australia",0.00537183
"40003450000","40070","Adelaide (C)","4","South Australia",0.0130031
"40003460000","40070","Adelaide (C)","4","South Australia",0.00220099
"40003470000","40070","Adelaide (C)","4","South Australia",0.00353241
"40003480000","40070","Adelaide (C)","4","South Australia",0.00222783
"40003490000","40070","Adelaide (C)","4","South Australia",0.00101175
"40003500000","40070","Adelaide (C)","4","South Australia",0.0112016
"40003510000","40070","Adelaide (C)","4","South Australia",0.0257532
"40003520000","40070","Adelaide (C)","4","South Australia",0.00371708
"40003530000","40070","Adelaide (C)","4","South Australia",0.0130004
"40003540000","40070","Adelaide (C)","4","South Australia",0.0129738
"40003550000","40070","Adelaide (C)","4","South Australia",0.00578891
"40003560000","40070","Adelaide (C)","4","South Australia",0.0109054
"40003570000","40070","Adelaide (C)","4","South Australia",0.00541201
"40003580000","40070","Adelaide (C)","4","South Australia",0.0265881
"40003590000","40070","Adelaide (C)","4","South Australia",0.0146826
"40003600000","40070","Adelaide (C)","4","South Australia",0.0188944
"40003610000","40070","Adelaide (C)","4","South Australia",0.00695568
"40003621000","40070","Adelaide (C)","4","South Australia",0.00373443
"40003622000","40070","Adelaide (C)","4","South Australia",0.0035031
"40003623000","40070","Adelaide (C)","4","South Australia",0.00575598
"40003630000","40070","Adelaide (C)","4","South Australia",0.0099131
"40003640000","40070","Adelaide (C)","4","South Australia",0.0292719
"40003650000","40070","Adelaide (C)","4","South Australia",0.0340426
"40003660000","40070","Adelaide (C)","4","South Australia",0.0221444
"40003670000","40070","Adelaide (C)","4","South Australia",0.0148993
"40003680000","40070","Adelaide (C)","4","South Australia",0.018257
"40003700000","40070","Adelaide (C)","4","South Australia",0.0862855
"40003710000","40070","Adelaide (C)","4","South Australia",0.00295182
"40003720000","40070","Adelaide (C)","4","South Australia",0.00661014
"40003730000","40070","Adelaide (C)","4","South Australia",0.00386051
"40003740000","40070","Adelaide (C)","4","South Australia",0.0036812
"40003750000","40070","Adelaide (C)","4","South Australia",0.00629822
"40003770000","40070","Adelaide (C)","4","South Australia",0.656764
"40003780000","40070","Adelaide (C)","4","South Australia",0.0275286
"40003790000","40070","Adelaide (C)","4","South Australia",0.159329
"40243820000","40070","Adelaide (C)","4","South Australia",0.00634949
"40243830000","40070","Adelaide (C)","4","South Australia",0.0180566
"40243840000","40070","Adelaide (C)","4","South Australia",0.0107106
"40243851000","40070","Adelaide (C)","4","South Australia",0.00820464
"40243852000","40070","Adelaide (C)","4","South Australia",0.00843963
"40243860000","40070","Adelaide (C)","4","South Australia",0.00520294
"40243870000","40070","Adelaide (C)","4","South Australia",0.00226518
"40243880000","40070","Adelaide (C)","4","South Australia",0.0205299
"40243890000","40070","Adelaide (C)","4","South Australia",0.00820202
"40243900000","40070","Adelaide (C)","4","South Australia",0.00874716
"40243910000","40070","Adelaide (C)","4","South Australia",0.00640057
"40243920000","40070","Adelaide (C)","4","South Australia",0.0145204
"40243930000","40070","Adelaide (C)","4","South Australia",0.0143989
"40243950000","40070","Adelaide (C)","4","South Australia",0.0119446
"40243960000","40070","Adelaide (C)","4","South Australia",0.00426288
"40243970000","40070","Adelaide (C)","4","South Australia",0.00379717
